id,word,part_of_speech,korean_meaning,korean_pronunciation,example_sentence,example_translation,category,difficulty,tags,starred
164,no wonder,phrase,어쩐지; 그럴 만도 하다,노 원더,No wonder you're tired. You slept four hours.,어쩐지 피곤하다 했어. 4시간밖에 못 잤잖아.,conversation,B1,conversation|phrase|essential,false
165,take care,phrase,잘 지내 (작별 인사); 몸조심해,테이크 케어,It was great seeing you. Take care!,만나서 반가웠어. 잘 지내!,conversation,A1,conversation|phrase|essential,false
166,never mind,phrase,신경 쓰지 마; 아니야 됐어,네버 마인드,"Never mind, I found my keys.","아니야 됐어, 열쇠 찾았어.",conversation,A2,conversation|phrase|essential,false
167,hold on,phrasal verb,잠깐 기다리다,홀드 온,Hold on a second. I'll check.,잠깐만. 확인해 볼게.,conversation,A2,conversation|phrasal-verb|essential,false
168,hang on,phrasal verb,잠깐 기다리다 (구어),행 온,"Hang on, I'm almost done.","잠깐만, 거의 다 됐어.",conversation,A2,conversation|phrasal-verb|essential,false
169,no big deal,phrase,별일 아니야; 대수롭지 않아,노 빅 딜,Don't apologize. It's no big deal.,사과할 필요 없어. 별일 아니야.,conversation,B1,conversation|phrase|essential,false
170,worth it,phrase,그만한 가치가 있는,워스 잇,"The hike was hard, but the view was worth it.",등산은 힘들었지만 경치가 그만한 가치가 있었어.,conversation,B1,conversation|phrase|essential,false
171,long story short,phrase,간단히 말하면; 요약하자면,롱 스토리 쇼트,"Long story short, we missed the flight.","간단히 말하면, 우리는 비행기를 놓쳤어.",conversation,B2,conversation|phrase|essential,false
172,to be honest,phrase,솔직히 말하면,투 비 어니스트,"To be honest, I didn't like the movie.",솔직히 말하면 그 영화 별로였어.,conversation,B1,conversation|phrase|essential,false
173,of course,phrase,물론이지; 당연하지,오브 코스,Of course you can join us.,당연히 너도 같이 가도 되지.,conversation,A1,conversation|phrase|essential,false
174,in advance,phrase,미리; 사전에,인 어드밴스,You should book the tickets in advance.,표는 미리 예매하는 게 좋아.,conversation,B1,conversation|phrase|essential,false
175,for a while,phrase,잠시 동안; 한동안,포 어 와일,I haven't seen him for a while.,그를 한동안 못 봤어.,conversation,A2,conversation|phrase|essential,false
176,right away,phrase,즉시; 바로,라이트 어웨이,I'll send you the file right away.,파일 바로 보내 드릴게요.,conversation,A2,conversation|phrase|essential,false
177,so far,phrase,지금까지,쏘 파,"So far, everything is going well.",지금까지는 모든 게 잘되고 있어.,conversation,A2,conversation|phrase|essential,false
178,at least,phrase,적어도; 최소한,앳 리스트,At least it didn't rain during the trip.,적어도 여행 중에 비는 안 왔잖아.,conversation,A2,conversation|phrase|essential,false
179,in the end,phrase,결국,인 디 엔드,"In the end, we chose the cheaper option.",결국 우리는 더 싼 쪽을 골랐어.,conversation,A2,conversation|phrase|essential,false
180,in person,phrase,직접 만나서; 대면으로,인 퍼슨,It's better to discuss this in person.,이건 직접 만나서 얘기하는 게 나아.,conversation,B1,conversation|phrase|essential,false
181,on time,phrase,제시간에; 정각에,온 타임,The train arrived exactly on time.,기차가 정확히 제시간에 도착했어.,conversation,A2,conversation|phrase|essential,false
182,in time,phrase,시간 안에; 늦지 않게,인 타임,We got there just in time for the movie.,우리는 영화 시작에 딱 맞춰 도착했어.,conversation,B1,conversation|phrase|essential,false
183,out of the blue,phrase,난데없이; 갑자기,아웃 오브 더 블루,He called me out of the blue last night.,그가 어젯밤에 난데없이 전화했어.,conversation,B2,conversation|phrase|idiom,false
184,piece of cake,phrase,식은 죽 먹기; 아주 쉬운 일,피스 오브 케이크,The test was a piece of cake.,그 시험은 식은 죽 먹기였어.,conversation,B1,conversation|phrase|idiom,false
185,break the ice,phrase,어색한 분위기를 깨다,브레이크 디 아이스,A small joke helped break the ice.,가벼운 농담이 어색한 분위기를 깨는 데 도움이 됐어.,conversation,B2,conversation|phrase|idiom,false
186,on the same page,phrase,생각이 같은; 같은 이해를 가진,온 더 세임 페이지,Let's make sure we're on the same page.,우리 서로 같은 생각인지 확인하자.,conversation,B2,conversation|phrase|idiom,false
187,it depends,phrase,상황에 따라 달라,잇 디펜즈,Are you free tomorrow? — It depends.,내일 시간 돼? — 상황에 따라 달라.,conversation,A2,conversation|phrase|essential,false
188,guess what,phrase,있잖아; 맞혀 볼래 (말 꺼낼 때),게스 왓,Guess what? I got the job!,"있잖아, 나 그 일자리 얻었어!",conversation,A2,conversation|phrase|essential,false
189,what's up,phrase,잘 지내?; 무슨 일이야? (인사),왓츠 업,"Hey, what's up? Long time no see.","야, 잘 지냈어? 오랜만이다.",conversation,A1,conversation|phrase|essential,false
190,how come,phrase,어째서; 왜 (구어),하우 컴,How come you didn't tell me earlier?,왜 나한테 진작 말 안 했어?,conversation,B1,conversation|phrase|essential,false
191,no way,phrase,말도 안 돼; 절대 안 돼,노 웨이,No way! Did that really happen?,말도 안 돼! 진짜 그런 일이 있었어?,conversation,A2,conversation|phrase|essential,false
192,my bad,phrase,내 잘못이야 (구어),마이 배드,"Oh, my bad. I sent you the wrong file.","아, 내 잘못이야. 파일을 잘못 보냈네.",conversation,B1,conversation|phrase|essential,false
193,I'm down,phrase,나 좋아; 나도 할래 (구어),아임 다운,Pizza tonight? — I'm down.,오늘 밤 피자 어때? — 나 좋아.,conversation,B1,conversation|phrase|essential,false
194,sounds good,phrase,좋아; 괜찮네 (제안에 동의),사운즈 굿,Lunch at noon? — Sounds good.,12시에 점심 어때? — 좋아.,conversation,A1,conversation|phrase|essential,false
195,I mean,phrase,그러니까; 내 말은,아이 민,"I mean, it's not bad, but it's expensive.","그러니까, 나쁘진 않은데 비싸.",conversation,A2,conversation|phrase|essential,false
196,you know,phrase,있잖아; 그거 알지 (말버릇),유 노우,"It's, you know, complicated.","그게, 있잖아, 좀 복잡해.",conversation,A2,conversation|phrase|essential,false
197,grab a bite,phrase,간단히 먹다,그랩 어 바이트,Do you have time to grab a bite?,간단히 뭐 좀 먹을 시간 있어?,conversation,B1,conversation|phrase|essential,false
198,split the bill,phrase,각자 내다; 나눠 내다,스플릿 더 빌,Let's just split the bill.,그냥 나눠서 내자.,conversation,B1,conversation|phrase|essential,false
199,to go,phrase,포장으로 (음식 주문),투 고,"Two iced americanos to go, please.",아이스 아메리카노 두 잔 포장해 주세요.,conversation,A2,conversation|phrase|essential,false
200,for here,phrase,매장에서 먹고 갈게요,포 히어,"For here or to go? — For here, please.","드시고 가세요, 포장이세요? — 먹고 갈게요.",conversation,A2,conversation|phrase|essential,false
201,on the house,phrase,(가게에서) 서비스로 주는; 공짜의,온 더 하우스,The dessert is on the house tonight.,오늘 디저트는 서비스입니다.,conversation,B2,conversation|phrase|idiom,false
202,errand,noun,심부름; 볼일,에런드,I have a few errands to run this afternoon.,오늘 오후에 볼일이 좀 있어.,conversation,B1,conversation|daily|essential,false
203,leftovers,noun,남은 음식,레프트오버스,We had leftovers for lunch today.,오늘 점심으로 남은 음식을 먹었어.,conversation,A2,conversation|daily|essential,false
204,craving,noun,(음식이) 당김; 갈망,크레이빙,I have a craving for something spicy.,매운 게 당겨.,conversation,B1,conversation|daily|essential,false
205,annoying,adjective,짜증 나는; 성가신,어노잉,The construction noise is really annoying.,공사 소음이 정말 짜증 나.,conversation,A2,conversation|daily|essential,false
206,starving,adjective,배가 몹시 고픈,스타빙,Let's eat. I'm starving.,밥 먹자. 배고파 죽겠어.,conversation,A2,conversation|daily|essential,false
207,hilarious,adjective,너무 웃긴; 아주 재미있는,힐레리어스,That video was hilarious.,그 영상 진짜 웃겼어.,conversation,B1,conversation|daily|essential,false
208,bummer,noun,아쉬운 일; 실망스러운 일 (구어),버머,You can't come? What a bummer.,못 온다고? 진짜 아쉽다.,conversation,B2,conversation|daily|slang,false
209,hassle,noun,번거로운 일; 귀찮은 일,해슬,Returning things online is such a hassle.,온라인 반품은 정말 번거로워.,conversation,B2,conversation|daily|essential,false
210,heads-up,noun,미리 알려 주는 것; 귀띔,헤즈 업,Thanks for the heads-up about the traffic.,교통 상황 미리 알려 줘서 고마워.,conversation,B2,conversation|daily|essential,false
211,last-minute,adjective,막판의; 마지막 순간의,라스트 미닛,Sorry for the last-minute change.,막판에 변경해서 미안해.,conversation,B1,conversation|daily|essential,false
212,jet lag,noun,시차 피로,젯 래그,I still have jet lag from the trip.,여행 시차 때문에 아직도 피곤해.,conversation,B1,conversation|travel|essential,false
213,layover,noun,(비행) 경유; 환승 대기,레이오버,We have a three-hour layover in Tokyo.,도쿄에서 3시간 경유해.,conversation,B2,conversation|travel|essential,false
214,round trip,noun,왕복 여행; 왕복표,라운드 트립,How much is a round trip to Busan?,부산 왕복표는 얼마예요?,conversation,A2,conversation|travel|essential,false
215,one way,adjective,편도의,원 웨이,I only need a one way ticket.,편도표만 있으면 돼요.,conversation,A2,conversation|travel|essential,false
216,aisle seat,noun,통로 쪽 좌석,아일 시트,"Could I get an aisle seat, please?",통로 쪽 좌석으로 주시겠어요?,conversation,B1,conversation|travel|essential,false
217,window seat,noun,창가 쪽 좌석,윈도우 시트,I always choose a window seat.,나는 항상 창가 자리를 골라.,conversation,A2,conversation|travel|essential,false
218,carry-on,noun,기내 반입 수하물,캐리 온,Is this bag small enough for a carry-on?,이 가방 기내 반입 되는 크기인가요?,conversation,B1,conversation|travel|essential,false
219,sold out,phrase,매진된; 품절된,솔드 아웃,The concert tickets are already sold out.,콘서트 표가 벌써 매진됐어.,conversation,A2,conversation|shopping|essential,false
220,out of stock,phrase,재고가 없는,아웃 오브 스탁,That size is out of stock right now.,그 사이즈는 지금 재고가 없어요.,conversation,B1,conversation|shopping|essential,false
221,on sale,phrase,할인 중인,온 세일,These shoes are on sale this week.,이 신발은 이번 주에 할인 중이야.,conversation,A2,conversation|shopping|essential,false
222,in line,phrase,줄을 서 있는,인 라인,We waited in line for an hour.,우리는 한 시간 동안 줄 서서 기다렸어.,conversation,A2,conversation|daily|essential,false
223,running out,phrase,(시간·물건이) 다 떨어져 가는,러닝 아웃,We're running out of time.,시간이 얼마 안 남았어.,conversation,B1,conversation|phrase|essential,false
224,reschedule,verb,일정을 다시 잡다,리스케줄,Can we reschedule to next week?,다음 주로 일정을 다시 잡을 수 있을까요?,conversation,B1,conversation|daily|essential,false
225,commute,verb,통근하다,커뮤트,I commute to work by subway.,나는 지하철로 통근해.,conversation,B1,conversation|daily|essential,false
